,Comment,Label
7,"Nếu ngụ ý của đạo diễn là để cho khán giả nhìn thấy đứa trẻ 7 tuổi thiếu thốn tình thương bên trong Arthur đang gào thét để được chú ý và công nhận, thì đạo diễn đã làm điều đó thành công với mình. Respect.",positive
8,"Blah blah blah phim dở, chấm hết.",negative
9,"Một cái kết không ngờ. Xem từ phần 1, trailer phần 2 và tận đến 2/3 thời lượng phim tôi vẫn nghĩ cái kết sẽ là sự bùng nỗ của JK và HQ, khán giả sẽ được chứng kiến một JK điên loạn, tâm thần và biến chất như đúng những gì một JK vốn có. Nhưng không! Đây thực sự là một nước đi táo bạo của biên kịch. Cái kết sẽ khiến rất nhiều người không thích, nó đã đi ngược và phá vỡ mọi hình tượng JK từ trước đến giờ. Một JK tổn thương, tội nghiệp, nhân nhượng và vị tha",negative
10,"Nếu bỏ đi một Joker bạn từng biết. Thì đây vẫn là một bộ phim ""chấp nhận được"", nhưng thật sự ...... nó hơi chán để bỏ thời gian ngồi coi tại rạp. Khuyên bạn không nên dắt bạn gái đi xem.",negative
11,Cố cảm nhận nó hay. Nhưng không thể được. Có thể cho nó theo hơi hướng hàn lâm hay hài kịch nhưng thật tệ khi tôi chả thấy jocker nào trong bộ phim này ngoài cái tên,negative
12,"Tên film đừng để là ""joker"" cho mọi người khỏi kỳ vọng, joker trong dc comic là trùm tội phạm mà",neutral
13,"1 tù nhân đã chết vì lí tưởng của Joker, 1 làn sóng nổi lên cũng vì Joker, xong Arthur chỉ đơn giản là gạt bỏ tất cả?",neutral
15,"Mình mới xem phim lúc chiều, thấy phim cũng không hay lắm, khán giả bình thường hơi khó nuốt trôi và tình tiết cũng rất bình thường xuyên suốt bộ phim. Chẳng biết ai đã đánh quả boom vào Toà Án, và lúc đó rõ ràng Arthur nhận trọn 100% sát thương từ vụ nổ, thế mà thằng luật sư kia nằm hẹo tại chỗ, nhiều sĩ quan, người ở phiên toà phía tường đối diện cũng ngất ngư, thế mà chỉ có Arthur gầy ồm yếu lại đứng lên đầu tiên, và sau 1 khoảng ngắn nghỉ ngơi trên xe của bọn bạo động thì Arthur lại ra khỏi xe và chạy như điên phía sau là mấy thanh niên ăn mặc đồ Joker rượt theo sau với vẻ tôn sùng .  Cảnh gặp lại Lee( Harley Quinn) trên bậc cấp cũng khiến cho vai diễn của Lady Gaga bị ""giết"" luôn từ đó. Rõ ràng là khi Arthur nói câu cuối : ko có Joker nào cả , thì lòng tin của Lee và tất cả những người ủng hộ Joker đã mất. 6 nhát dao của 1 tên tù đâm vào  bụng Arthur liệu có phải là hậu quả mà Arthur phải nhận khi giết 6 người? 
Mình ráng ngồi lại mà chẳng  có cái After Credit nào, thật đáng tiếc cho 1 bộ phim hay mà kịch bản hết ở đó. Ko biết ai là người muốn gặp Arthur đoạn cuối trước khi Arthur bị đâm chết, liệu có phải là Batman? hay là Lee quay lại với 1 ""kịch bản"" cho phần 3?
Các bạn có thể ra rạp để xem phim này nhưng chắc chắn sẽ thất vọng. Mình ko có nhiều biến cố trong cuộc sống nên trải nghiệm về phim cũng nhạt và chẳng đọng lại 1 chút xúc cảm nào. tự đánh giá cá nhân về phim :5/10",negative
16,Joker...nhân vật có quá nhiều cảm xúc!,positive
17,Joker 2 phèn thật,negative
20,"Mở đầu phim bằng 1 đoạn phim hoạt hình ngắn có credit của WB khiến mình rất hào hứng, nói chung phim đang cho mình 1 cảm giác an toàn cho đến khi hai nhân vật chính bắt đầu hát (và hát) và việc nhân vật HQ trong phim này quá nhạt nhoà so với kì vọng của mình.",positive
21,"Hãy nhớ đến kẻ đã giết Joker. Hắn rất có thể sẽ trở thành kế nhiệm, xem kỹ đoạn cuối bạn sẽ thấy sau khi giết Athur, hắn đã lấy dao tự rạch miệng mình",neutral
22,"Phim hát quá nhiều đến mức bực mình. Mình đã hi vọng rằng chương cuối sẽ có 1 bước ngoặt như Harley chỉ là 1 ảo mộng của Authur, hoặc Harley là kẻ thao túng. Bởi vì nhân vật này quá ảo, như chi tiết cô ta tự nhiên xuất hiện ở trong phòng biệt giam (ý là cai ngục gì dễ tính thế?). Nhưng không, nhân vật Harley quá nhạt nhẽo, không được xây dựng tốt, không có 1 cốt truyện đàng hoàng. Nói chung xem phim rất thất vọng, rất tức.",negative
23,"tôi thấy phần này vẫn tương đối hoàn thành nhiệm vụ của nó, chưa xuất sắc như phần 1 nhưng vẫn có giá trị xem lại và suy ngẫm, có thể cái bóng của phần 1 quá lớn, và thứ chúng ta cần có vẻ là joker ko phải athur, nhưng dù sao bối cảnh phim là 3 năm sau, khi mà joker đã và đang được cải tạo cũng trị liệu để tốt hơn, ta thấy tâm lý của joker đã ổn định hơn nhiều so với phần 1, anh ta k còn kể chuyện cười 1 cách nhạt nhẽo, cười 1 cách mất kiểm soát, và anh ta thực sự sợ ch.ế.t, bối cảnh thực/ tưởng tượng ngày càng rõ ràng hơn trong phim, không còn mờ ảo như phần 1, phần này tập trung khai thác sâu vào tâm lý của athur nhiều hơn là joker, tuy nhiên thật buồn khi dù bé đến lớn dù phim hay đời, athur vẫn ko được đồng cảm, những cảnh hoang tưởng và buổi hầu tòa lê thê khiến khán giả phát ngán cũng khiến ta có cái nhìn hơn về cách mà athur khi đã chính là anh nhưng vẫn phải gồng mình mang 1 chiếc mặt nạ joker để được người khác công nhận và để tự trị liệu bản thân ( trị liệu âm nhạc ), để mà nói kết phim là 1 cái kết buồn khi không ai cần athur cả, mọi người chỉ cần joker",positive
25,Mình xem hồi ngày 29/10. Cá nhân mình thấy phần 2 này cài cắm nhiều chi tiết ẩn ý rất sâu sắc. Mặc dù xét về tính bùng nổ không bằng P1 nhưng về giá trị cảm nhận và suy ngẫm thì lại vượt trội hơn!,positive
26,Lady Gaga hát hay nhưng diễn bị đơ như Hoàng Thùy Linh. Bảo sao phim lại tệm,negative
27,phim dở quá,negative
28,"Hiểu rồi phần 1 hay vì nó khắc hoạ một người thua cuộc trong mọi mặt của cuộc sống trở thành một biểu tượng sống ( nói trắng ra đây là ước mơ của toàn thể nhân loại ) đã là con người ai không có khát vọng biến mình trở thành người khiến bao người ngưỡng mộ nó đánh vào tâm lý hiệu ứng đám đông nên cực kỳ thành công, phần 2 tuy chỉ mới thoáng qua review nhưng có vẻ đạo diễn đang muốn biến một biểu tượng sống quay trở lại làm một người tầm thường với một gia đình mà anh ấy thầm mơ tới.... điều đó vô tình khiến cho khán giả nhìn thấy bản thân mình trong nhân vật chính trở thành một người bình thường có một công việc bình thường và một gia đình bình thường mọi thứ đều bình thường và tâm lý của khán giả họ không thích và không để tâm đến những thứ bình thường thậm chí có phần tầm thường như vậy vì đó là một cuộc sống hằng ngày đang diễn ra dù chúng ta có muốn hay không 😂😂😂 khán giả họ muốn một bộ phim khiến họ thoát ra được cuộc sống tẻ nhạt hằng ngày cơ Joker à",positive
29,Phim dở thiệt,negative
32,"Có vẻ như đạo diễn đang mượn nhân vật Joker để kể câu chuyện mà ông muốn kể chứ không phải là câu chuyện mà bản thân Joker muốn kể. Không có một cốt truyện rõ ràng; không lên án mạnh mẽ khía cạnh xã hội; không có bạo lực tàn bạo, và không có Batman; Joker bị động và yếu ớt vô cùng ở p này. Cần nhớ, Joker là một hệ tư tưởng và hắn có cộng đồng nên việc phớt lờ không khai thác khía cạnh này là thiếu sót vô cùng. Chưa kể việc giết Joker một cách lãng xẹt như vậy sau khi xoay vòng vòng hắn là một điều khá ""phỉ báng"" với nhân vật này. Thứ duy nhất mà mình thấy thú vị là câu hỏi xung quanh tính hai mặt của Arthur Fleck/Joker: Mọi người được nhìn nhận dựa trên những gì họ đại diện trong xã hội hay con người thực sự của họ? Nhưng một lần nữa, ý tưởng này cũng không được khai thác đầy đủ. Về âm nhạc, các bài hát không có gì nổi bật về nhịp điệu, lời bài hát cũng thế. Và vấn đề chính, mình có cảm giác rằng khía cạnh âm nhạc chỉ là cái cớ để thổi hồn vào phần tiếp theo này, một yếu tố tiếp thị nhằm khơi dậy sự tò mò của công chúng vậy. Tuy nhiên vẫn có những điểm sáng phải thừa nhận như diễn xuất của Joaquin và Lady, kỹ xảo và chỉ đạo quay phim của bác Todd. Thật sự xem xong phim chỉ muốn ông ấy làm một bộ Musical riêng biệt, không phụ thuộc vào bất kỳ cốt truyện sẵn có nào để thoả sức tạo nên nghệ thuật của riêng ông.",neutral
33,mình không muốn coi bất cứ joker nào nữa vì joker 2019 đối vs mình là một joker có thể nói là dị biệt một joker mà  khiến cho con người ta có sự đồng cảm về những con người bị trà đạp đến cùng cực .những số phận bất hạnh phải bám vếu lấy đức tin về một điều tốt đẹp nhưng bỗng dưng nó tan vỡ rồi hoá điên dại .,neutral
34,"“Phải lập dị thì mới nổi cộm, còn làm 1 người normal bình thường thì không ai ngó ngàng” là chủ đề khá giống với phim TÌM KIẾM TÀI NĂNG ÂM PHỦ của John Hsu. Tuy nhiên, trong khi JOKER 2 chỉ nói 1 mặt thì TÌM KIẾM TÀI NĂNG ÂM PHỦ còn nói nhiều mặt nữa, trong đó có “Khi có nhiều fan thì cũng không sung sướng gì vì bị nhiều đối thủ cạnh tranh ganh ghét và phá hoại, rất mệt mỏi”. Thành công của JOKER 2 là chứng minh được điều phim muốn nói là đúng với sự thật ngoài đời, bằng cách lấy ngay số đông khán giả xem phim làm minh chứng sống hùng hồn. Thành công này thì tương tự với thành công của phim KAIBUTSU/MONSTER của Hirokazu Kore-eda.
Tuần này có 1 phim vô cùng hay, cũng luận về sự bình thường và sự không bình thường (chuyện phim và thể loại phim thì khác hẳn), nhưng không được quảng bá như JOKER 2 nên ít người biết, đó là phim PHÉP MÀU GIỮA ĐÊM ĐÔNG của Marc Forster, đạo diễn của QUANTUM OF SOLACE, 1 phim James Bond.",positive
35,Chỉ thấy tội cho Arthur bị dồn đến đường cùng tưởng có được yêu nhưng cái tình yêu ấy không dành cho Arthur nó chỉ dành cho Joker mà thôi 😢,neutral
37,"Joker 2 khoan bàn về mấy thứ tâm lý người bị bạo hành hay triết lí này nọ thì nội dung phần phim này để làm gì vậy? Phần 1 nó đã quá hoàn hảo rồi, không cần phải thêm hay gì cả, Authur cuối phần 1 đã hoàn toàn chấp nhận bản ngã joker - khác hoàn toàn 1 người yếu đuối rụt rè đầu phim nhưng đến phần này lại quay trở lại 1 con người yếu đuối rụt rè dễ bị dắt mũi rồi dằn vặt tiếp là có nên sa ngã ""nữa"" hay không?",neutral
38,"Lấy 1 cái tên Joker xong xây dựng nhân vật kiểu 3 chấm vl. Thế mà bọn seeding vẫn bênh kiểu ""Ngay từ đầu đây đã không phải Joker của DC"" , ""Đấu tranh nội tâm nó phải thế"". Thôi im mẹ mồm hết đi. Đã không muốn xây dựng nhân vật Joker như comic thì đừng lấy cái tên đấy để làm phim. Cứ gọi đại là Chú hề dằn vặt thì người ta đỡ chửi =)))))",negative
39,"Điên có đôi, lời tựa của phần này có lẽ không hoàn toàn nói về cặp Joker & Harley Quinn mà theo tôi là một sự dẫn hướng mơ hồ nhằm vào Athur và khán giả, một số những ai có sự liên kết đồng cảm với Athur. Ở đây là sự trùng khớp về cảm nhận thực chứng từ đời sống cá nhân chứ không phải là sự ủng hộ theo làn sóng phong trào cuồng Joker mà bộ phim cố gắng truyền tải. Ai đó trong chúng ta đã từng gặp nhiều bất công, hiểu nhầm và tuyệt vọng trong cuộc sống, đã từng dằn vặt về những việc mình làm, đã từng điên một chút. Dẫu vậy, chúng ta may mắn không rơi vào những trường hợp tuyệt vọng và tiêu cực lên đến đỉnh như trong phim. Một chút đồng cảm như vậy khiến chúng ta có thể bị thuyết phục bởi câu chuyện của Athur nhiều hơn là những ai khác vốn chỉ tìm đến để xem cái ác của Joker.
Theo tôi thì con người mang xu hướng bạo lực hoàn toàn thì lại không hẳn là điên mà là chỉ là kẻ thiên ác, quậy phá, chơi đùa với sinh mệnh nhiều người khác bằng động cơ triết lý cá nhân. Còn với người điên thì hầu hết trường hợp ban đầu sẽ rơi vào trạng thái khi thì mong manh lúc thì lại bạo lực, và họ hoàn toàn bất lực trong việc kiểm soát về cảm xúc và cả lý trí. không thể nào thoát ra khỏi cái vòng lặp ấy được. Ở điểm này nếu bạn cho rằng joker ở giai đoạn trong phim phải tỉnh táo sáng suốt và ác nhân từ đầu đến cuối thì theo tôi đấy là một vai diễn kẻ phản diện một chiều chứ chưa thuyết phục lắm về một nhân vật chính bị điên. Nếu ta giữ đầu óc quá lý tính và logic soi sét về nhân vật điên có đi đúng hướng hay không và kỳ vọng để xem một bộ phim kể về người điên lại có một số phận tuyến tính, e rằng đã làm bạn thất vọng. Nhưng nếu bạn đã từng trải qua thứ gì có một chút tương tự, tôi ngờ rằng bạn sẽ thấy khác. Và bạn biết đấy, người ta đi lòng vòng chưa tới không có nghĩa là không bao giờ tới, hành trình của Athur để đến với Joker và cái ác cũng vậy.
Nếu bạn rất muốn dùng đến lý tính và logic thì hãy để ý ở cuối phần 1, Joker đã không hẳn là mất hết tất cả mà gã đã được chạm tới quyền lực của đám đông, là sức mạnh đen tối của Gotham, là bản ngã đột ngột được nâng lên quá cao so với ý định tự kết liễu trước đó. Thế thì theo bạn thì đấy có phải thực sự là mất không? Ở cuối phần 2 tôi thấy một Joker đã chính thức mất tất cả, mất cả sinh mạng. Tuy vậy nếu có một cách thần kỳ nào đó để tồn tại sang phần 3 thì có lẽ phiên bản Joker này mới thực sự không còn gì níu giữ nhân tính nữa, sẽ là một bước chuyển hoàn toàn về cái ác. Không cần bất kỳ một ai ở đời.
Ngẫm mà xem liệu một hoàng tử tội phạm cô độc có thực sự cần đến đám đông? có lẽ rất đúng nguyên tác",positive
40,"Là một khán giả không hiểu quá nhiều về nghệ thuật, đi xem xong bản thân mình cảm thấy những đoạn nhạc kịch không đủ trào phúng để tạo thêm cảm xúc cho mình và dường như hát hơi nhiều. 
Cái tiếc thứ 2 là đoạn những đoạn Arthur đứng khóc, bị đánh,... mình thấy nếu xây dựng làm sao để vẫn cười ""hế hế hế"" thì sẽ cảm nhận được nhiều hơn (trong phần 2 này hơi ít cười :v).
Nhân vật quan trọng cuối phim mình nghĩ đó là Joker trong Batman the Dark Knight lúc trẻ lúc mới được truyền 'hệ tư tưởng Joker' từ Arthur (Anh này có thói quen liếm mép, giọng cười ""hà hà hà"" và cuối phim thì rạch mặt - dù Joker Heath nói đôi ba lần về vết sẹo đó với những câu truyện khác nhau, nhưng trong Batman tDK đoạn combat cuối giữa Joker và Batman thì Joker lại một lần nữa với Batman là ""Mày biết sao tao có cái sẹo này không ?"" chưa kịp nói xong đã bị Batman đấm). 
Mình trông đợi nếu một nhân vật như vậy xuất hiện thì sẽ có một màn giải cứu idol đỉnh cao hoặc một ít cảnh bạo lực điên rồ đúng chất Joker làm điểm nhấn bùng nổ, trông đợi về một cuộc tranh cãi giữa 2 Joker để chốt hạ Arthur lựa chọn làm Arthur Fleck chứ không phải Joker và lúc đó Gotham sẽ chỉ có một Joker mới mà thôi, nhưng cũng không có luôn. 
Nói chung là cảm thấy bị thiếu và thừa: Những cú chốt hạ thiếu độ nặng và hát hò hơi thừa.",negative
41,"Phim dở 
Thật thất vọng",negative
42,"sơ hở là hát đù má :)) khúc gây cấn thì chèn một bài hát vô, vô cùng tụt mood, kèm thêm combo hát dở với lời hát vô tri nữa. Thông điệp hay mà cách truyền đạt rất rất là chán. Concept nhạc drama đúng là một thất bại cho một tượng đài đã xây dựng ở phần 1",negative
43,"Phim này hay nha. Mình bao cả rạp, và trải nghiệm xem phim của mình là trọn vẹn 100%. Mình thấy phim có trừu tượng, nhưng không đến mức khó hiểu. Nội dụng nhất quán, phần âm thanh (gọi là nhạc kịch nếu chuyên nghiệp) khá hay. Phim này giống y hệt phim ""Không nói điều dữ"", đọc review trên mạng chê quá trời nhưng tự đi xem lại khá thích thú. 
Phần nhạc kịch ai cũng bảo quá nhiều xem phát mệt, nhưng mình thấy cũng chỉ loanh quanh 5-6 lần thôi (bằng số k*lls của Joker hình như vậy), và các đoạn nhạc kịch đó để tiếp nối cho tâm lí của Joker, mình k có chuyên môn để diễn tả lại, nhưng cảm nhận của mình là rất hay.",positive
44,ô kê không phê,negative
45,"phim dở quá, kém nhìu so với phần 1",negative
46,"| Với mình, nếu tách những cảnh tưởng tượng ra khỏi những cảnh thực tế, sau đó ghép chúng lại với nhau, Joker rất điên loạn, Arthur bất lực vùng vẫy với bệnh nền, và đến cuối phim, Arthur vẫng là Arthur thôi
""có thể hắn ta bệnh, nhưng không bệnh đến thế"", đó là tất cả các ý kiến của nhân vật trong phiên tòa, vậy cuối phim, kết tội và xử án cho một Arthur có tội là đúng rồi.
| Còn nhân vật của Lady Gaga, theo mình nhớ, chỉ có một lần cô ấy được gọi là Harley Quinn (qua một tờ báo), cái tên đó được chính người coi áp lên nhiều hơn (vì ngay cả trong tưởng tượng của Joker, Lady Gaga có thể gọi Arthur là Joker nhưng hắn ta chưa bao giờ chính miệng gọi nv đó là Harley Quinn lần nào cả), và với sự mong đợi nhân vật đó là Harley Quinn mà tất cả mọi người đều biết, để rồi thât vọng khi so sánh.
| Trong đầu truyện Joker The Klling Joke, nhân vật Joker trước kia là một Arthur Flech mà ta được thấy hôm nay, hắn ta cũng mất tất cả, vùng vẫy, ngủm củ tỏi rồi Joker mới ra đời, theo mình, JOKER: FOLIE À DEUX vẫng tìm cách liên kết được nội dung đó mà không cần dùng tới một sức mạnh siêu nhiên nào như bể hóa chất, hay một người dơi còn rất trẻ xuất hiện để khiến Joker ra đời là rất hay.
| Sẵn tiện đang nói về người dơi trẻ tuổi, mình đã luôn tự hỏi ở phần đầu tiên, Joker đã già như thế, làm sao để có thể đấu với một Batman cường tráng sau này, ở cuối phim, qua lời bài hát, chính Joker đã muốn được sinh ra, như một đứa con kế nghiệp, và hắn đã làm được, bằng cách gieest Arthur, và độ tuổi của một Joker mới đấu với một Batman trẻ là rất hợp lý.
| Còn về thể loại nhạc kịch, mình không phải là fan, nhưng có phần nào đó mình hiểu tại sao tác giả chọn hướng đi này, vì bộ phim đang cần một nhân vật điên thật sự trong một bối cảnh siêu thực (hoặc tả thực, mình không rõ lắm), Arthur chỉ tưởng tượng ra một Joker bạo lực, và Arthur rồi cũng quay lại thực tế một cách nghiệt ngã và bất lực, dùng âm nhạc là chất liệu chửa cháy cho tình trạng khác biệt giữa Arthur và Joker, sự rời rạc rõ ràng giữa thực tế và tưởng tượng đó không có âm nhạc chắc rất khô khang.
| Về môi trường tù túng và lộn xộn mà phim mang theo, mình thấy cũng vừa đủ, đó là một trại giam người điên khi chưa có Batman mà, mình không mong đợi nó hoành tá tràng như arkham asylum trong truyện.
| Táy cái vốm lại, mình nghĩ phim thật sự rất hay, một cách nào đó liên hệ rất khéo về đầu truyện The Klling Joke, giải quyết được nhiều thắc mắc vài thắc mắc, Joker rất Joker, Arthur rất Arthur, nhân vật của Lady Gaga cũng vậy, và trong cái rủi lại có cái may, vì không phải là fan của phim nhạc kịch, mình đã đi coi phim với tâm thế không mong đợi về những cái như môi trường hay nhân vật phụ nhiều, ko biết sao với góc nhìn đó, mình tập trung nghe nhạc hơn và mình vẫng nhận ra những hints mà tác giả gài vào, lại thấy phim có vài điểm rất hay. <3",positive
47,"Với cá nhân mình, đây là 1 bộ phim đào sâu về tâm lý nhân vật quá hay. 
Mình vừa đi xem hôm 8/10, cảm thấy may mắn cho nhân vật Arthur khi được giải thoát bằng cái chết. Có thể do bản thân mình không đặt quá nhiều kỳ vọng vào 1 nhân vật Joker mà người hâm mộ từng biết, được mong đợi xuất hiện với sự bất cần, điên dại. Nhưng tháo bỏ cái danh đó đi chỉ còn lại Arthur với 1 quá khứ đáng thương và tổn thương tâm lý không thể sửa chữa với tội danh đã g.iết c.hết 6 người thì đâu là cái kết có hậu cho hắn. 
Hắn muốn làm người lương thiện nhưng không ai cho hắn lương thiện. Cá nhân mình thấy Arthur có nét khá giống ""Chí Phèo"" trong tác phẩm của Việt Nam. Bị cả xã hội xây dựng cho hắn nhân cách méo mó, rồi cũng được trải qua 1 chút tình yêu ngọt ngào với ""Thị Nở"" Harley Quinn cùng mong muốn trở thành 1 người đàn ông bình thường hạnh phúc bên người mình yêu và kết thúc cuộc đời trong sự bế tắc chỉ có thể dùng cái chết để giải thoát. 
Nên nhớ đây là phim chính kịch chứ không phải tiếp nối cho vũ trụ điện ảnh DC",positive
48,Phần 1 là đủ rồi : ),neutral
54,"Quá trình tự vấn bản thân không bao giờ là đủ nhất là với nhân vật như Authur, bỏ qua các chi tiết khiến bộ phim còn nhiều sạn thì mình nghĩ bạn không nên nói nhiều về vấn đề tâm lý của nhân vật vì mình thấy bạn chưa nhìn ra toàn cảnh để hiểu nội tâm nhân vât. Đúng là nhân vật này bị động nhưng có khi đấy là chủ đích của tác giả, bởi vì theo mình thấy chẳng có joker nào cả chỉ có một con người yếu thế, không vượt qua được nghịch cảnh và đổ lỗi cho tất cả mọi thứ xung quanh. Như phân đoạn gặp lại người bạn cũ Gary Puddles, một nhân vật có phần tương đồng với hoàn cảnh của athur nhưng trái lại vẫn nói ""Randall không xứng đáng để chết"" chứng tỏ cùng một hoàn cảnh sống nhưng Gary Puddles là người mạnh mẽ hơn và vẫn giữ được bản chất lương thiện. Nhìn vào biểu cảm của nhân vật athur trong phân đoạn hầu tòa cũng đã thấy luôn sự nhận thức được nhưng bộ não chưa thể chấp nhận được sự thật rằng mình chỉ là một kẻ thất bại, và quá trình chấp nhận hiện thực không phải lúc nào cũng dễ dàng.",positive
55,Các đoạn chuyển cảnh màu đen bao trùm làm mình nghĩ đến chị Dậu của Ngô Tất Tố 😂,neutral
56,phim không hay bằng p1,negative
57,có ai thấy Lady Gaga diễn tệ không ?,negative
58,Tệ,negative
59,"Không ai quan tâm đến Arthur, họ chỉ quan tâm đến JOKER",neutral
61,"Tính ra là một người trải nhiệm qua phần phim thứ 2 của joker thì mình đặt khá nhiều kì vọng vào bộ phim, nhưng kì vọng càng nhiều đi cx với cả thất vọng. Cả bộ phim làm cho mình cực kì bức bối có thể là khi mà joker được đặt vào trong nhà tù và đa phần không gian đều là không gian hẹp. Cách mà đạo diễn khai thác được ở bộ phim mình nghĩ là về mong muốn được tự do của joker khi mà hắn luôn ở trong không gian hẹp và khi biết sắp bị tử hình phân cảnh joker đứng dưới mưa trong một không gian rộng hơn và gào hét có thể cho thấy được mong muốn được thoát ra khỏi sự tù túng. Các phân cảnh trong phim đa phần không đem lại ấn tượng nhiều cho mình vì có thể đoạn cuối bộ phim là phép ẩn dụ cho việc ổng đã tìm được ánh sáng của cuộc đời khi đi lên cầu thang lúc ban đầu nma lại bị dập tắt. Có thể bộ phim sẽ mang hơi hướng cách mạng khi joker là một tín ngưỡng một niềm tin cho mn thì khi hắn tự biến mình lại thành arthur thì niềm tin đó bị sụp đổ lung lay và khi đó chả ai còn tin lại vào joker cái tín ngưởng mà họ thờ phụng trong đó có HQ. Nói chung cách dạo diễn khai thác cái, nhịp phim chậm bất thường, nội tâm và cũi chó làm cho mình cực kì bí bách với một người như mình. ",negative
62,Sao mà từ năm 2023 trở đi phim điện ảnh bắt đầu xuống dốc )): 10 bộ phim thì hết 9 bộ là thất vọng,negative
63,"Nói chung là phim dở, vậy thôi, lối xây dựng nhàm chán, không phải chê vì gã điên chọn trở lại làm Arthur mà là các nhân vật xung quanh như kiểu làm nền, không hề có chiều sâu, lady gaga trong vai Harley queen rất cuộc có vai trò thế nào, rồi ở phiên tòa cuối cùng mặc lên bộ váy đó với ý nghĩa gì, việc cô cắt tóc ngắn đi mang hàm ý gì, không hề nêu lên được, các nhân vật khác như gã điên bị biệt giam và cái ngục giết chết thì mang đến cảm xúc gì cho Joker, tên người lùn thì mang tên cảm giác tội lỗi gì. mọi tình tiết cảm giác mơ hồ. 
rồi joker cuối phim nói về 1 đứa con trai, ngay klhi harley nói đã mang tai có phải ý ám chỉ rằng đứa trẻ sau này mới chính là joker và sẽ là đối trọng với batman ko, vì nếu trong phần 1 batman còn quá nhỏ còn arthurr đã là 1 người đàn ông trung niên rồi, thì về sau batman lớn thì joker còn gì nữa. 
hoặc tất cả sự điên loạn này đều chỉ là do harley biên soạn từ đầu đến đuôi, có chi tiest nói rằng cha cô là bác sĩ, vậy có phải người bác sĩ kê đơn thuốc cho arthur ko, cô có thể tự ý ra vào trại tâm thần thì chắc hẳn cũng phải có thế lực chống lưng rồi
hay harley vốn là sự tưởng tượng của Joker luôn vì hầu như chả ai :""thấy "" cô cả, ý là mọi người xung quanh không mấy mặn mà với sự hiện diên của Lee.",negative
64,Cái tôi quan tâm khi đi xem Joker 2 là Lady Gaga xinh vc:)))),positive
65,Phim mẽo giờ bão hòa rồi,negative
67,"Phần 2 khai thác vấn đề nhân cách joker và athur là 1 ý tưởng hay, nhưng làm chưa tới.
1. Trong joker ở mọi vũ trụ luôn có 1 athur làm điểm yếu, như batman ko muốn bị lộ mặt vậy, ở mọi phiên bản joker đều ko muốn trở thành joker, nhưng khi thành joker rồi nỗi sợ lớn nhất của hắn là trở lại thành athur, trong comics đã khai thác điểm yếu này rồi hậu quả nghiêm trọng tới nỗi batman cũng ko dám dùng.
2. Joker đại diện cho cách mạng, cải cách và CNXH, hình tượng của joker phải miêu tả bằng hình tượng hanibel kết hợp các mác, joker phải là điên+triết lý gây khủng hoảng hiện sinh+khó đoán(vì các các hành vi vượt khỏi quy chuẩn xã hội), chứ ko phải bất cần và điên, chính vì hắn biết mình là ai, đại diện cho cái gì nên hắn sợ phải trở lại là làm1 athur nobody tầm thường.
3. Chính vì hắn đại diện cho những người truy cầu tự do và hạnh phúc, nên phần 2 cho joker chết lãng xẹt như thế là sỉ nhục điều hắn muốn và trở thành ở phần 1 và rất nhiều khán giả.
4. Athur ám ảnh vì tội lỗi tạo ra cách mạng màu nhưng hắn chết rồi thì để lại tội lỗi gấp trăm lần, biết cuộc cách mạg hắn tạo ra thành vô nghĩa, khiến cho tầng lớp thượng lưu và tội phạm gotham bóc lột và tra tấn hành hạ tầng lớp yếu thế dã man hơn để áp chế tầng lớp yếu, đã thế còn phủ nhận hình tượng đại diện cho nhưng kẻ truy cầu tự do, hạnh phúc thì khán giả ko thích là chuẩn rồi, đến Mẽo còn là nước Cộng Hòa dân chủ liên bang Mẽo mà phủ nhận sự truy cầu tự do và hạnh phúc là éo ổn rồi",neutral
68,Phần 2 như con cak,positive
69,Phần 1 hay hơn phần 2 nhiều . Phần 2 đạp đổ mọi thứ 1 đã xây dựng 😔,negative
71,phim rất hay.,positive
73,"Mình thấy phim hay, đạo diễn thật sự sâu sắc khi để Arthur dám thể hiện con người thật của mình, cái mà những khán giả cả trong fim và đời thực kì vọng là 1 Joker dám làm những điều mà họ ko dám và joker tự chịu hậu quả mà a gây ra, còn họ thì được thỏa mãn và ko bị gì cả
Cuối cùng Arthur tỉnh ngộ, chấp nhận cả sự ngông cuồng của Joker và sự nhút nhát của Arthur, a biết rằng tất cả đều là a, và khi tình yêu đến, họ( bao gồm cô gái a yêu và fan) nói họ yêu a và a thèm khát sự chấp nhận của họ với con người thật của mình chứ ko phải chỉ là sự điên dại thay cho họ",positive
